starting frequency (kHz),final frequency (kHz),minimum frequency (kHz),maximum frequency (kHz),mean frequency (kHz),frequency bandwidth (kHz),syllable duration (msec),total syllable energy (dB),peak syllable amplitude (dB),Clean 
67.63,59.81,59.81,70.31,66.11,10.5,35.2,16.13,2.05,1
77.15,71.04,71.78,80.81,75.36,9.03,24,25.17,13.16,1
41.26,70.8,41.26,79.1,53.03,37.84,107.2,9.78,-5.2,0
42.48,51.51,41.02,54.44,46.54,13.43,24,12.41,-2.41,0
48.58,48.58,48.58,54.93,49.24,6.35,19.2,4.6,-6.1,0
77.64,72.27,72.75,78.37,72.22,5.62,19.2,-0.58,-12.78,1
40.28,63.96,40.28,72.27,64.92,31.98,33.6,3.33,-9.35,1
39.55,39.55,39.55,64.94,46.25,25.39,17.6,-6.46,-19.55,0
73,69.09,70.07,78.13,72.13,8.06,25.6,8.3,-4.61,1
73.97,61.77,62.5,78.86,73.02,16.36,57.6,30.95,14.86,1
73.24,63.23,63.96,79.83,73.85,15.87,36.8,26.57,11.48,1
86.67,89.84,86.67,96.44,85.75,9.77,16,13.67,4.5,1
85.45,87.16,85.45,91.55,87.55,6.1,16,0.05,-10.71,1
65.92,75.93,65.92,78.13,67.29,12.21,19.2,5.35,-4.01,1
38.33,54.93,38.33,60.79,52.07,22.46,12.8,-4.58,-16.55,0
39.06,69.09,39.06,69.09,34.98,30.03,36.8,-1.61,-15.9,0
65.43,99.61,64.7,104.49,89.64,39.79,28.8,17.14,5.46,1
91.06,79.83,79.83,108.4,90.68,28.56,43.2,32.93,17.36,1
78.13,76.42,76.66,80.08,77.84,3.42,20.8,12.01,0.49,1
40.28,41.99,40.28,75.93,54.73,35.64,38.4,8.06,-12,0
38.09,85.21,38.09,102.54,83.34,64.45,38.4,6.31,-4.35,1
37.6,37.6,37.35,50.54,38.77,13.18,30.4,-2.92,-18.36,0
102.54,98.63,98.14,104.49,101.87,6.35,17.6,8.97,-1.75,1
83.01,93.75,83.01,98.63,87.12,15.63,35.2,2.17,-11.49,1
74.71,73.97,74.46,81.54,76.45,7.08,28.8,11.9,-1.96,1
54.93,53.47,36.87,83.01,54.47,46.14,48,6.33,-15.27,0
56.88,64.21,55.42,106.2,61.65,50.78,24,20.22,7.9,1
91.31,88.38,88.38,95.21,90.69,6.84,16,2.21,-6.81,1
76.42,78.37,59.81,82.52,48.55,22.71,32,-5.54,-19.57,0
83.74,77.64,75.93,85.94,79.05,10.01,28.8,4.96,-8.02,1
38.82,59.33,37.35,69.09,63.39,31.74,27.2,13.25,3.68,1
73.97,106.2,69.34,109.13,77.61,39.79,30.4,26.55,14.03,1
91.8,99.85,91.8,99.85,80.81,8.06,19.2,0.5,-10.69,1
37.84,92.04,37.84,105.47,77.43,67.63,48,17.61,3.81,1
74.46,71.04,71.04,77.15,73.69,6.1,19.2,15.95,5.75,1
71.78,61.52,61.52,77.39,71.49,15.87,35.2,26.16,12.46,1
37.11,69.34,37.11,76.17,71.32,39.06,38.4,11.5,-1.07,1
77.39,91.55,72.27,102.05,81.9,29.79,36.8,3.05,-11.54,1
70.07,59.81,59.81,71.78,66.36,11.96,22.4,9.18,-1.76,1
64.21,75.44,64.21,79.1,74.43,14.89,27.2,11.17,-2.06,1
83.25,87.89,83.25,89.84,81.38,6.59,20.8,3.91,-8.18,1
34.67,77.64,34.67,81.3,67.09,46.63,22.4,16.27,-0.06,1
67.14,89.84,64.94,96.68,72.6,31.74,44.8,6,-9.31,1
95.21,93.75,94.24,101.07,95.05,6.84,16,-0.29,-11.61,1
80.57,74.71,74.71,82.76,78.66,8.06,27.2,15.25,2.23,1
74.22,78.61,74.22,82.52,76.58,8.3,28.8,11.29,-1.54,1
69.34,67.87,68.12,71.04,68.91,2.93,11.2,-3.65,-11.06,1
62.99,88.87,59.57,101.32,72.34,41.75,54.4,4.35,-11.33,1
41.99,70.07,41.99,81.54,75.27,39.55,48,29.45,14.88,1
103.76,101.32,101.07,104.74,103.62,3.66,28.8,15.83,2.19,1
74.22,97.9,69.34,104.49,75.98,35.16,38.4,7.22,-6.45,1
42.24,42.48,39.06,104.49,69.66,65.43,17.6,24.74,8.45,0
95.95,84.23,84.47,109.62,91.31,25.15,17.6,18.39,7.7,1
78.86,37.6,42.48,104.49,72.04,62.01,20.8,21.4,1.32,0
75.2,76.66,75.2,77.88,76.21,2.69,16,0.99,-9.19,1
39.55,50.29,39.55,75.44,68.12,35.89,78.4,23.89,8.74,1
37.35,37.35,37.35,47.61,37.35,10.25,17.6,1.53,-9.82,0
99.12,101.56,99.12,107.42,101.9,8.3,27.2,9.74,-3.76,1
65.19,74.71,50.29,84.23,48.39,33.94,48,-5.69,-18.76,0
73.49,70.31,70.31,75.2,72.59,4.88,20.8,6.65,-5.43,1
41.5,92.04,41.5,105.22,87.23,63.72,22.4,21.93,11.37,1
108.89,97.17,98.39,107.91,103.96,9.52,33.6,9.74,-4.48,1
88.87,88.87,88.87,92.29,89.72,3.42,12.8,-3.67,-13.53,1
106.69,102.78,104.25,105.22,104.85,0.98,22.4,15,2.46,1
58.84,76.42,54.2,93.51,77.61,39.31,25.6,24.91,13.12,1
37.84,52,37.6,68.85,56.15,31.25,20.8,6.16,-9.29,0
71.53,70.56,70.8,73.97,67.28,3.17,16,2.27,-8.4,1
54.44,60.55,46.88,83.01,68.7,36.13,32,2.18,-15.47,0
65.19,47.85,46.63,66.65,49.55,20.02,51.2,18.19,3.82,1
61.77,61.52,61.52,64.94,62.12,3.42,14.4,2.64,-7.51,1
37.6,84.23,37.6,91.31,64.64,53.71,44.8,18.59,8.04,1
61.77,88.87,60.55,104.49,80.3,43.95,32,26.14,14.77,1
71.29,103.76,70.31,105.71,75.51,35.4,40,13.09,-1.6,1
35.4,43.21,35.4,55.66,42.34,20.26,24,0.92,-14.06,0
77.64,73.24,73.97,81.05,75.58,7.08,25.6,6.62,-5.84,1
71.78,58.35,59.33,76.42,69.46,17.09,33.6,33.04,19.33,1
79.1,76.66,76.66,84.23,79.46,7.57,62.4,21.54,3.2,1
56.64,41.26,37.84,82.52,57.91,44.68,20.8,-0.68,-16.26,0
52.25,74.71,46.14,85.21,74.2,39.06,48,21.96,7.67,1
77.39,74.71,74.95,78.37,76.26,3.42,22.4,3.82,-7.25,1
103.03,88.87,89.6,107.42,91.89,17.82,19.2,4.38,-8.32,1
92.29,93.51,92.04,97.17,93.26,5.13,25.6,10.46,-1.9,1
69.34,66.41,67.63,71.29,64.26,3.66,22.4,5.04,-5.21,1
60.55,94.97,59.57,109.62,70.01,50.05,38.4,29.67,15.35,1
65.92,85.94,35.16,94.24,52.8,59.08,60.8,-1.33,-19.32,0
38.57,47.12,38.57,53.47,44.47,14.89,35.2,3.35,-8.49,0
73,72.75,73,75.2,68.86,2.2,17.6,1.39,-10.22,1
99.85,87.16,87.89,104.74,95.12,16.85,24,24.62,12.36,1
87.4,84.96,85.69,89.6,79.95,3.91,12.8,-1.72,-10.82,1
86.43,86.18,85.69,91.55,87.23,5.86,22.4,16.64,8.25,1
45.17,67.38,45.17,79.35,55.49,34.18,25.6,2.68,-9.3,1
73.24,93.51,70.31,104.98,76.96,34.67,40,16.72,2.08,1
54.44,75.93,54.44,76.9,54.14,22.46,44.8,-8.23,-18.54,0
79.35,76.66,77.15,81.3,76.38,4.15,19.2,-0.71,-14.1,1
76.9,72.75,72.75,81.3,76.98,8.54,25.6,19.68,6.92,1
88.13,84.23,84.96,89.11,79.83,4.15,14.4,-2.53,-12.82,1
88.13,88.38,87.16,92.77,88.91,5.62,16,13.05,3.57,1
70.56,93.51,68.85,104.98,81.66,36.13,43.2,21.58,6.34,1
73.49,69.34,70.07,76.17,71.88,6.1,25.6,20.68,8.17,1
60.3,56.88,58.35,97.66,49.8,39.31,25.6,7.13,-6.79,0
71.78,68.36,68.36,74.95,70.46,6.59,25.6,13.61,0.72,1
96.44,86.43,86.67,100.34,81.1,13.67,25.6,-0.6,-11.08,1
64.94,63.96,63.96,67.14,65.15,3.17,25.6,-0.16,-11.53,1
67.14,107.42,67.14,107.42,78.61,40.28,43.2,10.28,-4.21,1
72.27,73.24,72.27,77.39,74.6,5.13,24,8.44,-3.78,1
46.63,44.92,44.92,63.48,48.09,18.55,36.8,-0.25,-18.51,0
73,50.78,37.84,80.57,61.95,42.72,43.2,7.97,-10.7,0
91.31,94.97,91.31,104.49,96.92,13.18,28.8,15.21,3.64,1
96.19,94.97,94.97,104.49,96.6,9.52,25.6,11.21,-2.34,1
41.75,58.59,41.75,61.28,46.56,19.53,24,-0.81,-13.16,0
97.9,86.43,86.67,104,85.71,17.33,19.2,-3.22,-14.27,1
76.42,74.46,74.71,78.37,73.4,3.66,19.2,7.08,-3.87,1
65.67,61.77,61.77,67.14,64.33,5.37,17.6,2.81,-8.75,1
61.77,61.04,61.77,65.67,56.07,3.91,27.2,-0.19,-11.94,0
103.76,101.81,102.78,105.22,103.89,2.44,19.2,4.35,-6.67,1
67.63,60.55,35.4,68.85,53.77,33.45,24,0.07,-10.17,0
74.71,51.51,39.79,92.04,69.37,52.25,41.6,14.17,-5.26,0
61.28,105.71,61.28,105.71,78.22,44.43,17.6,-2.44,-13.16,1
36.62,57.37,36.62,78.13,60.76,41.5,22.4,12.77,-6.96,0
97.66,36.87,36.87,104.49,65.04,67.63,17.6,6.48,-4.44,1
66.41,82.28,66.41,93.75,73.21,27.34,40,12.05,0.6,1
63.23,79.35,55.18,97.66,74.94,42.48,56,26.34,13.13,1
78.13,82.52,68.12,83.98,59.41,15.87,44.8,-9.59,-21.25,0
66.41,51.03,41.02,104.74,72.7,63.72,22.4,23.17,1.47,1
82.76,73.24,74.46,86.91,78.57,12.45,24,14.08,2.98,1
105.22,85.69,86.43,104.49,94.7,18.07,33.6,19.59,6.37,1
56.88,91.06,56.88,99.12,88.63,42.24,24,13.93,1.54,1
65.19,78.86,44.68,89.84,71.71,45.17,17.6,19.39,6.12,0
35.89,80.08,35.89,105.71,72.74,69.82,43.2,17.58,-0.01,0
85.94,66.65,85.94,92.29,81.73,6.35,25.6,6.37,-5.23,1
61.52,79.35,50.05,89.84,72.85,39.79,60.8,24.26,11.95,1
71.29,108.4,71.29,108.4,74.3,37.11,38.4,19.85,6.9,1
73.97,72.27,72.51,77.64,73.06,5.13,24,14.7,2.19,1
47.85,47.61,47.85,52.49,48.1,4.64,36.8,-4.47,-16.33,0
83.25,83.25,83.25,85.21,83.69,1.95,14.4,3.39,-7.08,1
75.93,55.91,56.4,82.76,74.24,26.37,67.2,35.5,20.99,1
81.54,73.49,73.49,82.52,73.29,9.03,20.8,3.54,-7.8,1
44.92,44.92,43.95,59.08,51.23,15.14,48,-4.69,-18.28,0
88.38,90.82,88.38,93.26,89.89,4.88,14.4,-1.56,-12.91,1
59.33,36.38,35.16,82.28,55.14,47.12,209.6,18.81,-6.42,0
103.03,102.29,101.07,104.98,99.91,3.91,24,20.48,8.27,1
66.41,84.96,56.64,95.21,70.97,38.57,48,26.88,11.15,1
61.04,43.21,36.62,99.61,70.6,62.99,44.8,16.2,-1.61,0
69.82,60.3,60.79,72.27,67.07,11.47,35.2,16.43,0.78,1
76.66,72.27,72.51,77.39,70.42,4.88,17.6,-1.38,-13.06,1
75.68,98.63,68.85,105.47,77.13,36.62,57.6,28.41,16.47,1
77.64,75.2,75.2,80.08,77.39,4.88,17.6,7.46,-2.43,1
74.46,97.41,74.46,107.67,78.09,33.2,36.8,7.4,-5.61,1
62.99,62.99,62.99,65.43,63.32,2.44,11.2,-1.69,-10.17,0
69.34,60.55,61.52,74.95,69.1,13.43,43.2,34.97,21.56,1
77.88,75.93,76.17,80.08,74.33,3.91,28.8,4.76,-5.77,1
66.89,65.19,66.16,68.85,62.48,2.69,19.2,0.6,-11.07,1
67.14,67.63,67.14,69.09,67.84,1.95,12.8,0.78,-6.42,1
47.85,51.51,41.75,64.45,49.89,22.71,22.4,-0.96,-18.12,0
76.17,87.16,76.17,88.62,80.16,12.45,20.8,17.2,4.51,1
68.85,104,60.79,105.47,68.03,44.68,46.4,18.36,6.43,1
67.14,65.43,65.43,68.85,66.49,3.42,16,0.58,-11.18,1
77.64,84.96,77.64,90.09,83.51,12.45,20.8,23.01,12.79,1
79.35,76.66,76.66,83.01,76.82,6.35,19.2,9.11,-2.81,1
87.89,86.43,86.91,89.11,79.32,2.2,17.6,2.7,-7.9,1
76.66,74.46,74.71,78.86,72.28,4.15,16,2.29,-7.53,1
73.73,69.34,73,77.64,70.24,4.64,25.6,12.03,0.22,1
63.48,78.13,61.77,88.62,71.16,26.86,44.8,17.4,2.44,1
40.04,40.77,40.04,50.29,42.82,10.25,25.6,12.19,-3.14,0
81.05,72.75,72.75,81.79,51.31,9.03,32,-0.56,-8.22,1
59.81,77.15,58.35,80.81,64.75,22.46,41.6,6.52,-6.9,1
39.79,38.33,35.4,93.99,65.92,58.59,243.2,27.01,4.7,0
107.91,94.48,96.44,108.15,98.61,11.72,25.6,13.61,0.05,1
68.85,66.65,66.65,69.58,67.78,2.93,22.4,-0.67,-11.36,1
83.98,82.28,83.5,85.94,81.06,2.44,36.8,7.67,-5.11,1
91.8,88.38,88.87,96.19,90.77,7.32,17.6,4.55,-6.84,1
79.35,78.86,79.35,82.52,77.99,3.17,33.6,10.74,-1.82,1
75.93,77.64,75.93,83.01,78.39,7.08,36.8,17.18,3.82,1
67.87,90.82,35.89,101.07,66.52,65.19,52.8,39.19,23.6,1
71.04,69.34,69.58,73,67.87,3.42,17.6,-2.57,-14.6,1
106.69,104.49,105.71,105.71,88.09,0,16,1.77,-7.92,1
37.11,39.06,37.11,66.41,49.32,29.3,83.2,8.79,-9.01,0
83.01,86.43,83.01,88.38,85.39,5.37,17.6,1.91,-10.68,1
92.29,81.54,47.36,95.21,69.21,47.85,57.6,12.1,-3.46,1
38.33,34.67,38.33,70.56,50.16,32.23,144,23.6,0.66,0
105.47,97.66,97.66,104.98,102.04,7.32,25.6,4.89,-5.6,1
39.55,77.64,39.55,82.52,66.04,42.97,43.2,15.33,3,1
61.28,49.32,35.89,88.38,65.14,52.49,81.6,12.3,-10.18,0
72.51,73.24,72.51,77.88,74.03,5.37,36.8,9.1,-6.12,1
36.38,51.27,36.38,53.96,43.38,17.58,24,6.58,-11.01,0
45.65,54.2,45.65,56.15,43.77,10.5,24,2.61,-11.9,0
72.27,71.78,72.27,77.15,72.46,4.88,27.2,9.15,-3.91,1
67.63,101.56,63.96,104.49,73.97,40.53,30.4,26.61,15.18,1
57.62,84.23,50.05,89.11,65.46,39.06,44.8,8.89,-4.58,1
62.01,78.86,51.51,88.87,69.2,37.35,68.8,19.42,3.61,1
69.82,80.81,69.82,80.81,62.42,10.99,49.6,-7.15,-19,0
72.27,99.37,70.56,107.91,72.82,37.35,33.6,14.65,2.25,1
81.05,77.64,78.13,84.72,79.93,6.59,38.4,16.51,3.94,1
67.14,98.63,67.14,105.22,76.93,38.09,35.2,12.17,-0.43,1
41.5,45.17,37.6,57.37,47.27,19.78,16,23.3,6.41,0
85.69,88.38,85.69,90.33,81.53,4.64,12.8,0.07,-8.78,1
71.29,71.04,71.29,76.66,71.08,5.37,27.2,9.53,-2.84,1
72.02,63.96,64.7,74.71,68.53,10.01,24,6.41,-6.76,1
108.4,105.22,106.93,106.93,106.93,0,16,1.96,-8.02,1
72.75,106.45,71.78,107.91,78.89,36.13,30.4,11.09,-0.06,1
58.35,87.16,55.91,92.29,76.91,36.38,43.2,2.95,-8.73,1
38.09,35.16,37.35,91.31,63.39,53.96,142.4,26.95,8.82,0
66.89,73.97,66.89,75.68,58.76,8.79,22.4,-2.13,-11.54,1
38.82,46.39,38.82,65.67,49.95,26.86,20.8,5.58,-12.06,0
34.91,35.16,34.91,92.29,61.57,57.37,86.4,20.3,2.78,0
46.14,37.6,40.04,54.93,46.13,14.89,14.4,12.73,-2.82,0
92.77,81.3,81.3,90.09,81.58,8.79,22.4,5.57,-5.95,1
75.93,87.16,68.6,107.42,78.33,38.82,52.8,23.74,12.05,1
67.38,107.18,66.89,109.62,83.25,42.72,22.4,7.09,-0.03,1
62.01,35.64,35.64,86.43,69.66,50.78,24,8.46,-7.85,0
88.62,69.34,69.82,92.77,79.85,22.95,40,9.87,-5.17,1
79.59,77.64,78.13,84.47,79.85,6.35,28.8,25.08,11.67,1
69.82,79.83,49.32,81.3,68.4,31.98,64,20.67,5.53,1
94.48,89.84,86.43,105.71,90.02,19.29,14.4,23.88,13.23,1
80.32,74.71,74.71,86.67,68.36,11.96,14.4,2.8,-10.97,0
76.9,74.95,75.2,77.88,68.53,2.69,9.6,-5.57,-13.67,1
57.86,41.75,41.99,82.52,63.66,40.53,16,6.81,-12.03,0
73.97,71.78,72.02,75.68,69.13,3.66,14.4,0.05,-10,1
93.26,85.94,87.16,96.19,82.34,9.03,12.8,-0.91,-10.85,1
64.7,61.28,61.28,65.67,62.85,4.39,14.4,0.95,-9.31,1
73.49,61.77,62.5,77.15,71.59,14.65,38.4,11.28,-3.88,1
69.09,69.34,69.09,70.31,69.4,1.22,17.6,-3.73,-9.18,1
62.01,58.35,41.99,85.21,61.56,43.21,51.2,5.32,-13.43,0
74.46,71.78,72.27,76.42,70.08,4.15,17.6,7.11,-3.35,1
64.94,62.74,63.23,67.14,62.19,3.91,19.2,8.71,-2.14,1
76.66,75.93,76.66,79.1,72.22,2.44,16,2.42,-8.11,1
38.09,43.7,38.09,88.38,48,50.29,27.2,3.74,-14.98,0
71.53,75.68,62.74,84.23,63.08,21.48,104,3.26,-10.53,0
93.02,86.18,86.18,98.14,90.89,11.96,22.4,14.04,2.46,1
74.95,101.32,74.22,107.91,83.1,33.69,30.4,0.74,-8.83,1
82.03,76.9,77.15,88.87,82.49,11.72,40,24.47,9.62,1
74.46,71.53,72.27,77.15,69.95,4.88,12.8,-1.42,-11.1,1
101.81,88.38,96.19,108.15,93.74,11.96,22.4,5.32,-5.51,1
40.28,39.55,35.16,73,47.49,37.84,220.8,23.01,-0.44,0
84.23,82.28,82.52,88.38,83.45,5.86,33.6,19.67,5.42,1
63.96,64.21,63.96,67.14,61.22,3.17,17.6,2.6,-7.03,1
72.51,69.34,69.34,75.2,72.15,5.86,20.8,17.03,6.28,1
85.21,100.34,82.76,105.96,89.43,23.19,25.6,27.03,13.65,1
63.96,98.39,61.77,106.2,80.58,44.43,17.6,0.91,-10.06,1
91.31,90.09,90.58,95.95,86.11,5.37,14.4,-1.01,-12.32,1
80.32,84.47,80.32,90.09,70.78,9.77,17.6,5.95,-1.82,1
75.93,73.97,73.97,81.54,76.98,7.57,25.6,27.55,15.53,1
76.42,76.42,76.42,78.13,76.76,1.71,24,-0.56,-9.27,1
44.43,42.24,35.89,61.52,41.23,25.63,83.2,14.66,-5.79,0
57.62,38.09,36.62,58.84,46.03,22.22,52.8,-0.11,-17.72,0
73.97,88.38,70.56,92.29,71.98,21.73,30.4,10.76,-1.94,1
70.56,70.07,69.34,74.46,71.16,5.13,27.2,24.5,11.34,1
77.15,105.47,70.07,105.47,72.04,35.4,25.6,19.35,7.9,1
75.93,74.95,75.2,79.83,73.78,4.64,24,0.87,-12.01,1
72.51,69.34,68.12,73.49,56.6,5.37,17.6,-2.07,-10.59,1
49.07,58.35,42.48,82.52,57.3,40.04,83.2,8.77,-10.65,0
66.65,99.85,66.65,107.18,92.27,40.53,19.2,3.25,-9.3,1
65.92,65.43,65.92,72.75,68.27,6.84,36.8,15.52,1.76,1
94.97,93.75,94.97,108.15,92.96,13.18,20.8,14.52,5.08,1
105.47,100.1,100.1,104.74,103.66,4.64,19.2,1.65,-11.17,1
70.31,86.43,56.88,96.44,68.23,39.55,56,26.16,12.47,1
103.52,100.34,98.14,104.49,102.05,6.35,22.4,18.7,6.73,1
97.9,95.95,92.77,104.49,100.22,11.72,32,34.59,21.78,1
71.29,71.04,71.04,74.95,72.33,3.91,24,4.08,-7.85,1
92.04,83.5,83.5,95.95,87.65,12.45,17.6,2.85,-9.49,1
91.8,89.6,85.69,92.77,78.96,7.08,24,2.06,-6.2,1
46.39,54.69,34.67,77.39,49.97,42.72,52.8,3.93,-15.96,0
56.4,47.61,44.92,84.72,66.99,39.79,131.2,15.08,-8.69,0
62.99,62.26,62.5,66.16,63.59,3.66,25.6,0.76,-12.72,1
72.27,103.03,63.96,104.49,72.21,40.53,36.8,22.48,9.31,1
71.53,69.09,69.09,74.71,70.32,5.62,32,18.79,6.88,1
88.62,87.89,88.13,91.8,88.62,3.66,12.8,-5.24,-15.37,1
57.37,63.23,57.37,67.63,62.2,10.25,25.6,15.65,2.74,1
38.57,39.31,38.57,49.07,39.14,10.5,123.2,11.73,-6.16,0
82.52,68.12,68.85,83.74,75.32,14.89,41.6,8.08,-6.67,1
92.04,89.84,88.87,95.95,90.63,7.08,17.6,9.34,-0.67,1
71.04,87.89,71.04,102.78,83.3,31.74,32,9.19,-1.37,1
77.15,73.97,74.46,78.37,72.53,3.91,17.6,5.39,-4.72,1
66.41,94.73,66.16,107.91,70.28,41.75,32,7.13,-7.26,1
42.72,65.19,41.26,72.51,61.03,31.25,20.8,6.15,-10.26,0
73.73,71.78,72.27,77.39,72.32,5.13,30.4,8.54,-3.28,1
70.07,69.34,70.07,74.22,68.64,4.15,19.2,9.36,-1.09,1
78.13,65.19,65.19,85.94,74.73,20.75,20.8,23.71,11.13,1
82.03,73.97,74.46,84.47,76.23,10.01,17.6,4.9,-5,1
42.48,41.26,34.67,76.66,54.99,41.99,49.6,18.06,1.85,0
101.32,105.96,101.32,105.96,104.16,4.64,24,0.69,-12.13,1
61.28,61.28,61.28,63.96,61.87,2.69,14.4,-4.96,-14.87,1
39.79,34.67,34.67,50.29,39.79,15.63,14.4,13.59,-0.85,0
62.74,62.99,62.74,65.92,63.77,3.17,20.8,-0.01,-13.04,1
105.22,88.13,88.87,104.74,94.97,15.87,27.2,16.33,2.09,1
68.85,63.96,63.96,70.56,66.53,6.59,22.4,3.68,-6.36,1
67.14,37.11,35.16,66.41,51.77,31.25,56,5.59,-15.36,0
80.32,78.13,78.13,81.3,79.43,3.17,14.4,-7.79,-16.43,0
61.04,60.79,61.04,64.21,62.19,3.17,14.4,-0.89,-11.7,1
70.07,60.55,60.55,73.97,68.04,13.43,22.4,19.68,8.13,1
77.15,74.71,74.95,79.1,76.5,4.15,14.4,-1.94,-10.17,1
89.84,89.6,89.84,94.97,90.52,5.13,12.8,-2.76,-13.4,1
72.27,63.96,64.7,75.44,69.01,10.74,25.6,14.61,1.57,1
86.18,73.24,73.97,86.67,78.35,12.7,44.8,10.76,-2.52,1
41.26,35.89,39.06,61.77,43.7,22.71,219.2,19.35,-6.64,0
104.98,100.59,104,104.98,92.77,0.98,16,-0.47,-11.72,1
81.05,78.13,78.13,86.43,82.25,8.3,41.6,18.31,3.53,1
52.98,77.15,46.88,85.94,69.38,39.06,46.4,25.58,13.19,1
78.13,74.95,74.95,81.05,77.66,6.1,28.8,5.3,-7.36,1
63.23,61.52,61.52,66.16,63.04,4.64,20.8,9.16,-1.21,1
75.93,85.69,63.96,95.46,77.7,31.49,56,34.08,19.85,1
76.17,77.88,76.17,79.35,70.76,3.17,12.8,10.27,2.87,1
77.64,73.97,74.46,78.37,70.05,3.91,20.8,-2.01,-12.89,1
96.44,88.38,84.47,101.81,91.21,17.33,32,12.47,-0.56,1
84.23,79.59,79.59,85.94,82.32,6.35,16,-0.17,-11.17,1
85.94,76.42,76.42,87.4,78.42,10.99,24,7.47,-2.71,1
62.74,60.55,60.79,65.67,61.97,4.88,33.6,11.16,-3.26,1
44.92,55.42,44.92,61.52,52.36,16.6,52.8,4.65,-11.72,0
109.62,98.39,98.39,104.98,102.75,6.59,38.4,15.24,3.43,1
93.99,94.48,93.99,98.88,94.94,4.88,17.6,-1.47,-11.54,1
75.93,58.35,58.35,79.1,69.12,20.75,25.6,13.36,1.07,1
96.19,88.87,88.87,100.34,92.12,11.47,20.8,3.1,-8.3,1
49.07,58.11,46.88,84.47,64.68,37.6,56,8.71,-10.97,0
79.35,92.04,79.35,93.75,75.85,14.4,14.4,-4.98,-12.93,1
49.56,43.7,46.88,63.23,46.28,16.36,59.2,-2.93,-18.8,0
58.35,104.25,57.13,104.49,79.45,47.36,30.4,19.8,7.09,1
68.12,54.44,44.68,81.05,66.38,36.38,44.8,6.57,-12.14,0
74.71,71.78,72.02,78.61,73.36,6.59,19.2,10.85,0.97,1
66.41,69.09,66.41,72.51,68.18,6.1,25.6,17.73,6.47,1
78.13,71.04,71.04,83.01,77.83,11.96,38.4,23.77,9.04,1
81.79,82.76,81.79,85.69,77.91,3.91,16,3.5,-5.54,1
74.46,71.53,72.27,75.93,67.46,3.66,9.6,-5.38,-15.82,1
70.07,59.81,60.3,63.72,49.8,3.42,17.6,10.96,3,1
74.95,98.88,70.56,104.49,81.07,33.94,46.4,25.41,11.03,1
42.72,81.79,42.72,83.01,51.07,40.28,22.4,-1.04,-16.35,0
73.24,62.5,62.74,84.47,75.83,21.73,40,34.27,21.19,1
82.03,81.05,81.05,86.43,81.49,5.37,57.6,6.12,-8.55,1
75.93,74.46,74.46,80.81,77.52,6.35,38.4,14.79,0.34,1
71.04,68.85,68.85,74.71,71.34,5.86,25.6,13.3,2.66,1
34.67,34.67,34.67,103.03,71.55,68.36,51.2,22.07,3.27,0
84.23,88.62,84.23,93.99,87.57,9.77,32,15.16,0.94,1
105.71,104.98,105.47,105.47,105.47,0,19.2,2.59,-8.37,1
67.38,101.07,67.38,104.49,73.51,37.11,27.2,3.41,-6.82,1
83.5,85.69,83.5,89.84,81.65,6.35,19.2,1.78,-9.04,1
74.46,104.49,71.53,106.2,80.04,34.67,40,17.56,2.88,1
79.35,71.78,72.02,81.54,74.96,9.52,22.4,4.88,-7.31,1
88.62,92.04,88.62,97.9,91.47,9.28,22.4,9.22,-2.9,1
77.39,75.93,77.15,80.57,73.96,3.42,22.4,1.78,-7.88,1
101.07,94.97,94.97,104.49,99.33,9.52,19.2,16.99,6.7,1
68.36,67.63,68.12,71.78,66.71,3.66,22.4,5.89,-6.6,1
78.37,77.64,78.13,81.3,73.96,3.17,14.4,9.63,2,1
69.34,60.06,60.06,74.71,68.95,14.65,41.6,33.67,19.66,1
99.61,100.34,99.61,105.96,103.11,6.35,24,10.13,-1.7,1
36.87,45.65,36.87,84.23,49.64,47.36,48,8.74,-8.4,0
105.47,104.49,104.98,104.98,104.98,0,14.4,0.86,-7.13,1
74.95,73,73,76.9,74.82,3.91,22.4,8.55,-4.16,1
67.14,72.75,67.14,77.88,71.89,10.74,24,15.79,3.61,1
98.63,100.59,98.63,104.49,102.93,5.86,38.4,15.91,3.58,1
94.73,91.55,92.29,100.1,86.84,7.81,17.6,11.06,0.75,1
53.71,79.35,44.19,93.75,70.22,49.56,49.6,1.71,-15.79,0
65.43,71.04,65.43,73,66.7,7.57,16,0.76,-10.07,1
67.87,68.12,67.63,69.58,67.92,1.95,17.6,1.66,-9.92,1
68.85,59.57,60.3,70.56,64.45,10.25,28.8,14.64,1.16,1
63.96,61.52,62.5,65.92,59.84,3.42,20.8,5.8,-5.98,1
40.77,50.05,38.09,70.31,53.67,32.23,27.2,3.05,-15.72,0
35.16,42.24,35.16,87.4,53.8,52.25,54.4,18.07,-0.81,0
65.92,66.16,65.92,69.34,67.23,3.42,22.4,3.29,-9.76,1
85.21,96.44,85.21,101.32,89.89,16.11,20.8,10.49,-1.05,1
74.46,59.57,59.57,76.66,67.09,17.09,27.2,1.48,-8.4,1
68.6,68.36,68.6,70.8,69.24,2.2,12.8,-5.48,-16.11,1
105.47,104,104,106.2,105.16,2.2,25.6,23.09,10.08,1
75.93,72.75,72.75,81.79,76.93,9.03,40,30.92,16.79,1
67.63,65.43,65.43,73.49,68.91,8.06,27.2,27.23,14.57,1
